base_origem,qru_corrida,nome_orgao,status_corrida,motivo_corrida,km_total,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,ateste_setorial_data,conteste_info
TAXIGOV_DF,519011.0,MAPA - Ministério da Agricultura - Pecuária e Abastecimento,CONCLUÍDA,1 - REUNIAO EXTERNA,6.46,20.41,2022-04-05 10:27:42.033,2022-04-05 10:32:42.950,2022-04-05 10:34:10.267,2022-04-05 10:34:42.997,2022-04-05 10:49:43.500,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO (MAPA)",BRASILIA,BRASILIA,DF,"SGO Q 1 Ae, Brasilia, DF",PC MUNICIPAL - ZONA CIVICOADMINISTRATIVA - 70070-550 - BRASILIA - DF - BRASILIA,-15.799613,-47.870953,-15.782000,-47.911890,-15.780945,-47.911077,,
TAXIGOV_DF,519012.0,MAPA - Ministério da Agricultura - Pecuária e Abastecimento,CONCLUÍDA,1 - REUNIAO EXTERNA,1.33,6.32,2022-04-05 10:28:06.117,2022-04-05 10:34:01.763,2022-04-05 10:37:18.053,2022-04-05 10:40:27.820,2022-04-05 10:43:11.180,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",,BRASILIA,DF,"Edificio Siderbras - Secretaria da Aquicultura e Pesca do MAPA - Reitoria do IFB, Asa Sul, Brasilia, DF",SAUS QUADRA 2 - ASA SUL - 70070-020 - BRASILIA - DF - BRASILIA,-15.799534,-47.870929,-15.801115,-47.879288,-15.800669,-47.879087,,
TAXIGOV_DF,519013.0,Ministério da Infraestrutura,CONCLUÍDA,1 - REUNIAO EXTERNA,12.96,40.95,2022-04-05 10:28:15.943,2022-04-05 10:28:23.480,2022-04-05 10:32:30.873,2022-04-05 10:32:47.363,2022-04-05 10:54:59.910,MINISTERIO DOS TRANSPORTES,ASA NORTE,BRASILIA,DF,"ANTAQ - Agencia Nacional de Transportes Aquaviarios, Asa Norte, Brasilia, DF",SQN 314 BLOCO H - ASA NORTE - 70767-080 - BRASILIA - DF - BRASILIA,-15.797011,-47.867244,-15.745261,-47.896533,-15.745265,-47.896171,,
TAXIGOV_DF,519014.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,2.45,7.75,2022-04-05 10:29:21.820,2022-04-05 10:31:21.533,2022-04-05 10:34:33.820,2022-04-05 10:34:43.493,2022-04-05 10:40:18.690,MINISTERIO DA FAZENDA (ORGAOS CENTRAIS),ASA SUL,BRASILIA,DF,"Ministerio da Economia - Bloco C, Esplanada dos Ministerios, Zona Civico-Administrativa, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.805996,-47.881467,-15.799061,-47.871666,-15.799205,-47.871668,,
TAXIGOV_DF,519015.0,Ministério da Economia,CANCELADA,1 - REUNIAO EXTERNA,,0.0,2022-04-05 10:29:24.893,2022-04-05 10:29:33.917,,2022-04-05 10:39:33.917,2022-04-05 10:31:37.240,"SAS QD 3, ORGAOS CENTRAIS",PA 3,BRASILIA,DF,"MINISTERIO DA ECONOMIA BL K, - PA 2",,-15.801491,-47.885048,-15.79482,-47.87401,,,,
TAXIGOV_DF,519021.0,Presidência da República,CONCLUÍDA,1 - REUNIAO EXTERNA,2.31,7.29,2022-04-05 10:33:27.890,2022-04-05 10:36:39.307,2022-04-05 10:42:07.383,2022-04-05 10:44:52.117,2022-04-05 10:49:59.560,DIRETORIA DE RECURSOS LOGISTICOS DA PRESIDENCIA -DILOG/PR,BRASILIA,BRASILIA,DF,"Estacionamento Anexo 2 Camara Dos Deputados, Via S2, Brasilia, DF",SAFS QUADRA - ZONA CIVICOADMINISTRATIVA - 70070-600 - BRASILIA - DF - BRASILIA,-15.799122,-47.859172,-15.801564,-47.865500,-15.801827,-47.866646,,
TAXIGOV_DF,519022.0,Ministério do Turismo,CONCLUÍDA,1 - REUNIAO EXTERNA,5.6,17.69,2022-04-05 10:34:16.000,2022-04-05 10:34:23.503,2022-04-05 10:37:47.067,2022-04-05 10:38:25.483,2022-04-05 10:51:32.177,MINISTERIO DO TURISMO (MTUR),BRASILIA,BRASILIA,DF,"EQS 506/507, Brasilia, Brasilia, DF",EQS 506/507 - ASA SUL - 70350-580 - BRASILIA - DF - BRASILIA,-15.796310,-47.867974,-15.810246,-47.902569,-15.809964,-47.902854,,
TAXIGOV_DF,519024.0,Ministério da Saúde,CONCLUÍDA,1 - REUNIAO EXTERNA,2.26,7.15,2022-04-05 10:34:59.747,2022-04-05 10:35:24.733,2022-04-05 10:40:20.120,2022-04-05 10:40:20.790,2022-04-05 10:46:11.177,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"Tribunal Regional Federal da 1  Regiao, Asa Sul, Brasilia, Distrito Federal",PC DOS TRIBUNAIS SUPERIORES - ASA SUL - 70070-080 - BRASILIA - DF - BRASILIA,-15.800236,-47.868381,-15.800176,-47.880174,-15.80073,-47.881163,,
TAXIGOV_DF,519026.0,Advocacia Geral da União,CONCLUÍDA,1 - REUNIAO EXTERNA,6.02,19.03,2022-04-05 10:35:20.510,2022-04-05 10:35:27.367,2022-04-05 10:38:22.590,2022-04-05 10:38:22.710,2022-04-05 10:44:52.743,"CLS 215 BLOCO A,",ASA SUL,BRASILIA,DF,"SIG AGU, - PA 31",SAUS QUADRA 3 - ASA SUL - 70070-030 - BRASILIA - DF - BRASILIA,-15.834342,-47.921383,-15.791234,-47.91234,-15.802725,-47.880429,,
TAXIGOV_DF,519031.0,Ministério da Mulher,CONCLUÍDA,1 - REUNIAO EXTERNA,3.0,9.47,2022-04-05 10:38:20.003,2022-04-05 10:38:28.073,2022-04-05 10:42:37.630,2022-04-05 10:42:47.383,2022-04-05 10:48:23.560,EDIFICIO PARQUE CIDADE CORPORATE,ASA SUL,BRASILIA,DF,"Ministerio da Mulher, da Familia e dos Direitos Humanos, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.794493,-47.893340,-15.798929,-47.87344,-15.798744,-47.873221,,
TAXIGOV_DF,519032.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,2.5,7.91,2022-04-05 10:38:33.163,2022-04-05 10:39:07.287,2022-04-05 10:42:21.113,2022-04-05 10:42:37.987,2022-04-05 10:51:11.430,MINISTERIO DA FAZENDA (ORGAOS CENTRAIS),ASA SUL,BRASILIA,DF,"Ministerio da Economia - Bloco K, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.805996,-47.881467,-15.794996,-47.873968,-15.794818,-47.873697,,
TAXIGOV_DF,519040.0,MINISTERIO DO DESENVOLVIMENTO REGIONAL,CONCLUÍDA,1 - REUNIAO EXTERNA,5.86,18.52,2022-04-05 10:41:53.207,2022-04-05 10:42:57.460,2022-04-05 10:47:21.800,2022-04-05 10:48:13.330,2022-04-05 10:58:03.157,"MINISTERIO DO DESENVOLVIMENTO REGIONAL, 174",ASA NORTE,BRASILIA,DF,"Ministerio da Ciencia, Tecnologia e Inovacoes - MCTI, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.770399,-47.893189,-15.799863,-47.870052,-15.799724,-47.869895,,
TAXIGOV_DF,519041.0,Ministério da Mulher,CONCLUÍDA,1 - REUNIAO EXTERNA,2.59,8.19,2022-04-05 10:42:15.180,2022-04-05 10:42:31.117,2022-04-05 10:51:27.483,2022-04-05 10:51:32.460,2022-04-05 10:57:00.493,EDIFICIO PARQUE CIDADE CORPORATE,ASA SUL,BRASILIA,DF,"Ministerio da Cidadania - MC, Eixo Monumental, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.795101,-47.893446,-15.798614,-47.872418,-15.798757,-47.873224,,
TAXIGOV_DF,519042.0,Ministério Cidadania,CONCLUÍDA,1 - REUNIAO EXTERNA,2.02,6.37,2022-04-05 10:42:26.800,2022-04-05 10:42:34.997,2022-04-05 10:45:38.273,2022-04-05 10:48:48.100,2022-04-05 10:54:16.140,"MINISTERIO DA CIDADANIA - MC, EIXO MONUMENTAL",,BRASILIA,DF,"Senado Federal Bloco de Apoio IV, Via N2, Brasilia, Distrito Federal",PC DOS TRES PODERES - ZONA CIVICOADMINISTRATIVA - 70100-000 - BRASILIA - DF - BRASILIA,-15.798614,-47.872419,-15.797778,-47.863430,-15.797551,-47.86342,,
TAXIGOV_DF,519043.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,3.03,9.57,2022-04-05 10:42:48.277,2022-04-05 10:43:23.733,2022-04-05 10:48:52.613,2022-04-05 10:49:13.813,2022-04-05 10:57:37.580,"VIA DE LIGACAO SE NE, 10",BRASILIA,BRASILIA,DF,"Bloco K - Esplanada dos Ministerios, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.802104,-47.881287,-15.794735,-47.873864,-15.794842,-47.873737,,
TAXIGOV_DF,519045.0,Ministério da Mulher,CONCLUÍDA,1 - REUNIAO EXTERNA,2.73,8.63,2022-04-05 10:44:00.477,2022-04-05 10:44:10.603,2022-04-05 10:53:58.617,2022-04-05 10:53:59.190,2022-04-05 11:03:00.200,EMI,BRASILIA,BRASILIA,DF,"Secretaria Nacional da Juventude, Sbs, 8, Asa Sul, Brasilia, Distrito Federal",SBS QUADRA 2 - ASA SUL - 70070-120 - BRASILIA - DF - BRASILIA,-15.797943,-47.874763,-15.800486,-47.882294,-15.800359,-47.882543,,
TAXIGOV_DF,519048.0,Presidência da República,CONCLUÍDA,1 - REUNIAO EXTERNA,28.36,89.62,2022-04-05 10:45:25.937,2022-04-05 11:01:16.477,2022-04-05 11:41:57.660,2022-04-05 11:55:45.480,2022-04-05 12:47:35.597,"GAMAGGIORE, Q. 1 LT. 1700/1780, ST. INDUSTRIAL",GAMA,BRASILIA,DF,"Sala de Autoridades, Base Aerea de Brasilia, Lago Sul, Brasilia, DF",AEB - BRASILIA - DF - BRASILIA,-16.000518,-48.058688,-15.866983,-47.905177,-15.867188,-47.905468,,
TAXIGOV_DF,519053.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,9.79,30.93,2022-04-05 10:46:53.917,2022-04-05 10:46:59.463,2022-04-05 10:55:34.420,2022-04-05 10:55:46.447,2022-04-05 11:08:52.943,SAAN QUADRA 3,ASA SUL,BRASILIA,DF,"Ministerio da Economia - Bloco K, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.764196,-47.934410,-15.794996,-47.873968,-15.794676,-47.873708,,
TAXIGOV_DF,519054.0,Advocacia Geral da União,CONCLUÍDA,2 - ENTREGA DE DOCUMENTOS,8.72,27.56,2022-04-05 10:46:58.330,2022-04-05 10:49:36.053,2022-04-05 10:55:29.433,2022-04-05 10:55:58.370,2022-04-05 11:25:46.040,AGU,ASA SUL,BRASÍLIA,DF,TRT 10TH REGION - ASA NORTE - BRASÍLIA / DF,SEPN 513 BLOCO B - ASA NORTE - 70760-522 - BRASILIA - DF - BRASÍLIA,-15.802307,-47.880460,-15.749499,-47.895267,-15.749235,-47.894953,,
TAXIGOV_DF,519057.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,10.39,32.83,2022-04-05 10:47:49.380,2022-04-05 10:47:58.090,2022-04-05 10:51:37.820,2022-04-05 10:51:40.457,2022-04-05 11:10:39.163,"SAAN QUADRA 3, 1150",BRASILIA,BRASILIA,DF,"Bloco K - Esplanada dos Ministerios, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.760005,-47.933179,-15.794735,-47.873864,-15.794753,-47.873739,,
TAXIGOV_DF,519058.0,MAPA - Ministério da Agricultura - Pecuária e Abastecimento,CONCLUÍDA,1 - REUNIAO EXTERNA,7.13,22.52,2022-04-05 10:48:09.463,2022-04-05 10:48:20.083,2022-04-05 10:52:18.347,2022-04-05 10:52:25.643,2022-04-05 11:04:46.327,EMI BLOCO D,BRASILIA,BRASILIA,DF,"Frente Parlamentar da Agropecuaria (FPA), Shis Ql 10 Conjunto 8, Brasilia, DF",SHIS QL 10 CJ 8 - SETOR DE HABITACOES INDIVIDUAIS SUL - 71630-085 - BRASILIA - DF - BRASILIA,-15.799548,-47.870808,-15.828466,-47.878509,-15.828576,-47.878421,,
TAXIGOV_DF,519059.0,MCTIC,CONCLUÍDA,1 - REUNIAO EXTERNA,1.73,6.32,2022-04-05 10:48:18.137,2022-04-05 10:48:34.910,2022-04-05 10:51:25.550,2022-04-05 10:51:35.403,2022-04-05 11:00:11.477,BLOCO E - MINISTERIO DO DESENVOLVIMENTO REGIONAL,PA 2,BRASILIA,DF,"Ministerio da Cidadania - GM/MC, Brasilia, DF",SHN QUADRA 1 BLOCO C - ASA NORTE - 70701-030 - BRASILIA - DF - BRASILIA,-15.799797,-47.869884,-15.798405,-47.873197,-15.792473,-47.883278,,
TAXIGOV_DF,519062.0,Ministério da Saúde,CONCLUÍDA,1 - REUNIAO EXTERNA,13.1,41.4,2022-04-05 10:49:31.090,2022-04-05 10:49:39.810,2022-04-05 10:52:30.410,2022-04-05 10:53:07.910,2022-04-05 11:11:53.017,"PO 700, VIA W 5 NORTE",ASA NORTE,BRASILIA,DF,"Fabrica Social Centro de Capacitacao Profissional, Scia Q 14 Conjunto 2 4, Cidade do Automovel, Brasilia, Distrito Federal",SETOR SCIA QUADRA 14 CJ 4 - ZONA INDUSTRIAL GUARA - 71250-120 - BRASILIA - DF - BRASILIA,-15.783636,-47.890337,-15.785920,-47.974708,-15.785745,-47.974540,,
TAXIGOV_DF,519067.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,1.59,6.32,2022-04-05 10:51:51.290,2022-04-05 10:52:08.740,2022-04-05 10:52:15.880,2022-04-05 10:52:18.437,2022-04-05 10:59:14.477,"MINISTERIO DA ECONOMIA BL K,",PA 2,BRASILIA,DF,"SGO SUCADE, - ASA NORTE",SAFN - BRASILIA - DF - BRASILIA,-15.79482,-47.87401,-15.79209,-47.86618,-15.792690,-47.866781,,
TAXIGOV_DF,519069.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,3.78,11.94,2022-04-05 10:53:31.377,2022-04-05 10:53:44.427,2022-04-05 10:56:43.750,2022-04-05 10:57:35.043,2022-04-05 11:04:16.450,CENTRO EMPRESARIAL CNC,BRASILIA,BRASILIA,DF,"Ministerio da Economia - Bloco F, Zona Civico-Administrativa, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.786488,-47.87531,-15.799624,-47.869075,-15.800125,-47.869054,,
TAXIGOV_DF,519073.0,Ministério do Turismo,CONCLUÍDA,1 - REUNIAO EXTERNA,1.99,6.32,2022-04-05 10:55:01.367,2022-04-05 10:55:18.023,2022-04-05 11:03:15.363,2022-04-05 11:03:17.967,2022-04-05 11:07:43.920,EQS 506/507,BRASILIA,BRASILIA,DF,"Venancio, Asa Sul, Brasilia, DF",SCS QUADRA 8 - ASA SUL - 70308-000 - BRASILIA - DF - BRASILIA,-15.810246,-47.902569,-15.795391,-47.893031,-15.796445,-47.891138,,
TAXIGOV_DF,519074.0,Ministério da Infraestrutura,CONCLUÍDA,1 - REUNIAO EXTERNA,9.34,29.51,2022-04-05 10:55:19.033,2022-04-05 10:55:32.483,2022-04-05 10:56:15.783,2022-04-05 10:57:46.700,2022-04-05 11:13:18.380,"SEPN 514,ANTAQ",ASA NORTE,BRASILIA,DF,"MINISTERIO DOS TRANSPORTES, - ASA NORTE",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.746294,-47.896297,-15.79690,-47.86719,-15.796881,-47.867040,,
TAXIGOV_DF,519075.0,Ministério da Saúde,CONCLUÍDA,1 - REUNIAO EXTERNA,3.03,9.56,2022-04-05 10:56:15.317,2022-04-05 10:56:29.870,2022-04-05 10:58:54.563,2022-04-05 10:59:08.800,2022-04-05 11:05:07.043,MINISTERIO DA SAUDE (MS),BRASILIA,BRASILIA,DF,"OPAS / OMS - Organizacao Mundial da Saude, SEN, Asa Norte, Brasilia, DF",SEN - ASA NORTE - 70800-400 - BRASILIA - DF - BRASILIA,-15.800548,-47.868548,-15.782723,-47.868350,-15.782948,-47.868389,,
TAXIGOV_DF,519076.0,Ministério da Saúde,CONCLUÍDA,1 - REUNIAO EXTERNA,4.18,13.21,2022-04-05 10:56:16.637,2022-04-05 10:56:25.900,2022-04-05 11:02:01.760,2022-04-05 11:02:21.043,2022-04-05 11:09:31.967,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"PO 700, Via W 5 Norte, Asa Norte, Brasilia, Distrito Federal",SCN QUADRA 6 - ASA NORTE - 70716-000 - BRASILIA - DF - BRASILIA,-15.800236,-47.868381,-15.783636,-47.890337,-15.784246,-47.890536,,
TAXIGOV_DF,519078.0,MAPA - Ministério da Agricultura - Pecuária e Abastecimento,CONCLUÍDA,1 - REUNIAO EXTERNA,22.87,72.28,2022-04-05 10:57:24.063,2022-04-05 11:00:59.717,2022-04-05 11:25:39.977,2022-04-05 11:40:24.017,2022-04-05 12:07:12.920,GRANJA MODELO DO IPE (SEAGRI),ASA SUL,BRASILIA,DF,"Edificio Siderbras - Secretaria da Aquicultura e Pesca do MAPA - Reitoria do IFB, Asa Sul, Brasilia, DF",SAUS QUADRA 2 - ASA SUL - 70070-020 - BRASILIA - DF - BRASILIA,-15.90607,-47.988848,-15.801115,-47.879288,-15.800866,-47.879221,,
TAXIGOV_DF,519079.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,1.24,6.32,2022-04-05 10:57:26.027,2022-04-05 10:57:40.857,2022-04-05 11:03:10.263,2022-04-05 11:03:25.007,2022-04-05 11:08:30.063,"MINISTERIO DA ECONOMIA - BLOCO F, S/N",ZONA CIVICO-ADMINISTRATIVA,BRASILIA,DF,"Ministerio da Economia - Bloco J, Brasilia, DF",SCTN - ZONA CIVICOADMINISTRATIVA - 70070-200 - BRASILIA - DF - BRASILIA,-15.799624,-47.869075,-15.794871,-47.874750,-15.794575,-47.874435,,
TAXIGOV_DF,519086.0,Ministério do Turismo,CONCLUÍDA,1 - REUNIAO EXTERNA,6.48,20.48,2022-04-05 10:59:45.123,2022-04-05 10:59:53.947,2022-04-05 11:01:37.037,2022-04-05 11:01:51.303,2022-04-05 11:17:44.657,EM BLOCO U,BRASILIA,BRASILIA,DF,"Palacio da Alvorada, Via Palacio Presidencial, Brasilia, DF",SPP - ZONA CIVICOADMINISTRATIVA - 70150-000 - BRASILIA - DF - BRASILIA,-15.796705,-47.867985,-15.792512,-47.822834,-15.793968,-47.825895,,
TAXIGOV_DF,519087.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,2.33,7.37,2022-04-05 10:59:54.200,2022-04-05 11:00:08.400,2022-04-05 11:00:16.910,2022-04-05 11:02:53.887,2022-04-05 11:08:07.430,"SGO SUCADE,",ASA NORTE,BRASILIA,DF,"MINISTERIO DA ECONOMIA BLOCO F, - PA 1",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.79209,-47.86618,-15.79952,-47.86909,-15.800238,-47.869171,,
TAXIGOV_DF,519089.0,Serviço Florestal Brasileiro,CONCLUÍDA,1 - REUNIAO EXTERNA,1.7,6.32,2022-04-05 11:00:58.937,2022-04-05 11:01:11.290,2022-04-05 11:04:33.083,2022-04-05 11:04:42.910,2022-04-05 11:08:39.073,"ESTACIONAMENTO ANEXO 2 CAMARA DOS DEPUTADOS, VIA S2",ASA SUL,BRASILIA,DF,"Ministerio da Agricultura, Pecuaria e Abastecimento, Brasilia, Distrito Federal",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.801564,-47.865500,-15.799535,-47.870930,-15.799650,-47.870757,,
TAXIGOV_DF,519091.0,Ministério da Economia,CONCLUÍDA,2 - ENTREGA DE DOCUMENTOS,1.41,6.32,2022-04-05 11:02:31.363,2022-04-05 11:02:42.907,2022-04-05 11:04:43.030,2022-04-05 11:05:48.300,2022-04-05 11:10:37.147,MINISTERIO DA ECONOMIA - BLOCO P,PA 2,BRASILIA,DF,"Anexo do Ministerio do Trabalho e Emprego, Esplanada dos Ministerios, Brasilia, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.796395,-47.869913,-15.801744,-47.869829,-15.801538,-47.869407,,
TAXIGOV_DF,519092.0,Ministério Cidadania,CONCLUÍDA,1 - REUNIAO EXTERNA,2.07,6.54,2022-04-05 11:03:28.240,2022-04-05 11:03:36.307,2022-04-05 11:03:52.967,2022-04-05 11:04:37.770,2022-04-05 11:08:55.030,EMI BLOCO A,BRASILIA,BRASILIA,DF,"DNIT - Departamento Nacional de Infraestrutura de Transportes, Asa Norte, Brasilia, Distrito Federal",SBN QUADRA 2 - ASA NORTE - 70040-020 - BRASILIA - DF - BRASILIA,-15.798423,-47.873201,-15.789993,-47.874969,-15.789378,-47.874956,,
TAXIGOV_DF,519093.0,Presidência da República,CONCLUÍDA,1 - REUNIAO EXTERNA,3.91,12.36,2022-04-05 11:04:33.037,2022-04-05 11:04:43.700,2022-04-05 11:13:01.950,2022-04-05 11:13:04.667,2022-04-05 11:20:12.480,"BRASILIA - DF, 70833-520, BRASIL",BRASILIA,BRASILIA,DF,"Edificio CNC III, Asa Norte, Brasilia, DF",SBN QUADRA 2 - ASA NORTE - 70040-020 - BRASILIA - DF - BRASILIA,-15.799739,-47.859327,-15.788752,-47.878418,-15.788441,-47.878590,,
TAXIGOV_DF,519106.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,1.61,6.32,2022-04-05 11:13:07.293,2022-04-05 11:13:29.047,2022-04-05 11:18:33.027,2022-04-05 11:19:27.917,2022-04-05 11:23:05.120,BLOCO K - ESPLANADA DOS MINISTERIOS,PA 2,BRASILIA,DF,"Receita Federal Setor Autarquia, Asa Sul, Brasilia, DF",SAUS QUADRA 4 - ASA SUL - 70070-040 - BRASILIA - DF - BRASILIA,-15.794735,-47.873864,-15.801842,-47.881275,-15.802447,-47.881332,,
TAXIGOV_DF,519107.0,Ministério da Saúde,CONCLUÍDA,1 - REUNIAO EXTERNA,13.96,44.12,2022-04-05 11:13:21.683,2022-04-05 11:13:31.563,2022-04-05 11:25:45.017,2022-04-05 11:25:45.017,2022-04-05 11:50:28.100,"SETOR SCIA QUADRA 14, FABRICA SOCIAL",ZONA INDUSTRIAL GUARA,BRASILIA,DF,"PO 700, - ASA NORTE",SCN QUADRA 6 - ASA NORTE - 70716-000 - BRASILIA - DF - BRASILIA,-15.788343,-47.973501,-15.78332,-47.89032,-15.784233,-47.890491,,
TAXIGOV_DF,519109.0,Ministério da Mulher,CANCELADA,1 - REUNIAO EXTERNA,,,2022-04-05 11:14:42.573,2022-04-05 11:16:07.360,,2022-04-05 11:16:07.360,2022-04-05 11:16:10.530,"SECRETARIA NACIONAL DA JUVENTUDE, SBS, 8",ASA SUL,BRASILIA,DF,"Ministerio da Mulher, da Familia e dos Direitos Humanos, Brasilia, Distrito Federal",,-15.800486,-47.882294,-15.798490,-47.873138,,,,
TAXIGOV_DF,519112.0,Presidência da República,CONCLUÍDA,1 - REUNIAO EXTERNA,29.19,92.24,2022-04-05 11:15:56.903,2022-04-05 11:20:51.553,2022-04-05 11:27:06.220,2022-04-05 12:11:27.150,2022-04-05 12:45:38.313,"RESIDENCIAL PHENICIA, 14",SETOR CENTRAL GAMA,BRASILIA,DF,"Sala de Autoridades, Base Aerea de Brasilia, Lago Sul, Brasilia, DF",AEB - BRASILIA - DF - BRASILIA,-16.013588,-48.063655,-15.866983,-47.905177,-15.867185,-47.90545,,
TAXIGOV_DF,519115.0,Ministério Cidadania,CANCELADA,1 - REUNIAO EXTERNA,,,2022-04-05 11:17:22.693,2022-04-05 11:17:37.740,2022-04-05 11:17:56.937,2022-04-05 11:17:37.740,2022-04-05 11:19:27.880,MINISTERIO DA CIDADANIA - MC,PA 2,BRASILIA,DF,"Saun Bloco A, Brasilia, Brasilia, DF",,-15.798614,-47.872418,-15.789404,-47.875031,,,,
TAXIGOV_DF,519117.0,Ministério da Infraestrutura,CONCLUÍDA,3 - VISITA TECNICA,6.34,20.04,2022-04-05 11:19:00.203,2022-04-05 11:19:14.633,2022-04-05 11:22:30.943,2022-04-05 11:26:25.987,2022-04-05 11:38:04.187,MINISTERIO DOS TRANSPORTES - ANEXO A E B,PA 2,BRASILIA,DF,"SGO Q 1 Ae, Brasilia, DF",PC MUNICIPAL - ZONA CIVICOADMINISTRATIVA - 70070-550 - BRASILIA - DF - BRASILIA,-15.795428,-47.866892,-15.782000,-47.911890,-15.781895,-47.912440,,
TAXIGOV_DF,519118.0,Ministério Cidadania,CONCLUÍDA,1 - REUNIAO EXTERNA,1.89,6.32,2022-04-05 11:19:45.160,2022-04-05 11:19:54.073,2022-04-05 11:20:00.063,2022-04-05 11:24:01.513,2022-04-05 11:30:03.370,MINISTERIO DA CIDADANIA - GM/MC,,BRASILIA,DF,"DNIT - Departamento Nacional de Infraestrutura de Transportes, Asa Norte, Brasilia, Distrito Federal",SBN QUADRA 2 - ASA NORTE - 70040-020 - BRASILIA - DF - BRASILIA,-15.798406,-47.873197,-15.789993,-47.874969,-15.789225,-47.875365,,
TAXIGOV_DF,519119.0,Ministério do Meio Ambiente,CANCELADA,1 - REUNIAO EXTERNA,,6.32,2022-04-05 11:20:04.840,2022-04-05 11:22:11.300,,2022-04-05 11:22:11.300,2022-04-05 11:28:53.197,SUPERINTENDENCIA DO IBAMA NO DISTRITO FEDERAL,ASA SUL,BRASILIA,DF,"Ministerio do Meio Ambiente, Eixo Monumental, Brasilia, Distrito Federal",,-15.804039,-47.881569,-15.798594,-47.872432,,,,
TAXIGOV_DF,519120.0,Ministério da Saúde,CONCLUÍDA,1 - REUNIAO EXTERNA,8.51,26.9,2022-04-05 11:20:15.173,2022-04-05 11:20:26.907,2022-04-05 11:28:56.443,2022-04-05 11:28:56.837,2022-04-05 11:39:55.067,SPO. 15,BRASILIA,BRASILIA,DF,"Fundacao Nacional de Saude, Asa Sul, Brasilia, DF",SAUS QUADRA 3 - ASA SUL - 70070-030 - BRASILIA - DF - BRASILIA,-15.828147,-47.932584,-15.803296,-47.880000,-15.803707,-47.879458,,
